#Word Types: 14665		
#Word Tokens: 542836		
#Search Hits: 0		
Rank	Type	Freq
12256	iiy	1
12257	ilação	1
12258	ilegais	1
12259	ilegítimas	1
12260	ilegível	1
12261	ilicitamente	1
12262	ilicito	1
12263	ilicitudes	1
12264	ilide	1
12265	ilimitada	1
12266	iliquidez	1
12267	iliquido	1
12268	ilustram	1
12269	ilustrativamente	1
12270	ilícitas	1
12271	imagina	1
12272	imbuído	1
12273	imc	1
12274	imediatos	1
12275	imensuráveis	1
12276	imoderada	1
12277	impaga	1
12278	impago	1
12279	impagos	1
12280	imparcialidade	1
12281	impedia	1
12282	impedimentos	1
12283	impediriam	1
12284	impedissem	1
12285	imperativo	1
12286	imperceptível	1
12287	impercetível	1
12288	imperita	1
12289	impertinência	1
12290	impessoalidade	1
12291	impetrar	1
12292	impguna	1
12293	impiedosa	1
12294	impingindo	1
12295	implantado	1
12296	implemente	1
12297	implicaram	1
12298	impliquem	1
12299	implícita	1
12300	imponderável	1
12301	importaria	1
12302	importava	1
12303	importou	1
12304	importâncias	1
12305	impossibilia	1
12306	impossibilitada	1
12307	impossibilitadas	1
12308	impossibilitados	1
12309	impotente	1
12310	impressa	1
12311	impressão	1
12312	impressões	1
12313	imprestáveis	1
12314	imprevistos	1
12315	impropriedade	1
12316	improvável	1
12317	impugnasse	1
12318	imputabilidade	1
12319	imputadas	1
12320	imputam	1
12321	imputaram	1
12322	impôr	1
12323	impôs	1
12324	imunoglobina	1
12325	imobiliária	1
12326	inabilitado	1
12327	inacabada	1
12328	inaceitável	1
12329	inadimpelntes	1
12330	inadimplementos	1
12331	inadimplido	1
12332	inadimplidos	1
12333	inadimplindo	1
12334	inadimíssível	1
12335	inafastável	1
12336	inalterada	1
12337	inativos	1
12338	inaugurado	1
12339	inaugurando	1
12340	incertezas	1
12341	incialmente	1
12342	incida	1
12343	incidental	1
12344	incidia	1
12345	incidiram	1
12346	incidiriam	1
12347	incluem	1
12348	inclusas	1
12349	incluí	1
12350	incluíram	1
12351	incolumidade	1
12352	incomodava	1
12353	incomodação	1
12354	incomodo	1
12355	incompleto	1
12356	incomprovado	1
12357	inconformado	1
12358	inconformismo	1
12359	inconsistentes	1
12360	inconstitucional	1
12361	incontestáveis	1
12362	incontroversamente	1
12363	incontroversas	1
12364	incontrovérsia	1
12365	inconveniente	1
12366	inconvenientes	1
12367	incorpórea	1
12368	incorre	1
12369	incorridos	1
12370	incrição	1
12371	incumbiam	1
12372	incumbirá	1
12373	incêndio	1
12374	inda	1
12375	indagados	1
12376	indagações	1
12377	indeferi	1
12378	indelevelmente	1
12379	indemonstrada	1
12380	indenitário	1
12381	indenizarem	1
12382	indenziação	1
12383	independendo	1
12384	indesejável	1
12385	indesviável	1
12386	indicasse	1
12387	indice	1
12388	indicio	1
12389	indiciária	1
12390	indiferente	1
12391	indique	1
12392	indiquem	1
12393	indisfarçável	1
12394	indissolúvel	1
12395	indistintamente	1
12396	indubitáveis	1
12397	industriais	1
12398	induvidosamente	1
12399	induzem	1
12400	induzi	1
12401	induzir	1
12402	indução	1
12403	indígenas	1
12404	inefetividade	1
12405	ineficiente	1
12406	ineficácia	1
12407	inegixibilidade	1
12408	inequivocadamente	1
12409	inescusável	1
12410	inespecífico	1
12411	inesperado	1
12412	inexatidão	1
12413	inexigibiidade	1
12414	inexista	1
12415	inexistam	1
12416	inexistia	1
12417	inexitoso	1
12418	inexoravelmente	1
12419	inexperiência	1
12420	inexpressivo	1
12421	infelizmente	1
12422	inferida	1
12423	inferência	1
12424	infiltrante	1
12425	infiltração	1
12426	infinitas	1
12427	infirmar	1
12428	infirmassem	1
12429	inflacionária	1
12430	inflação	1
12431	infligida	1
12432	infligido	1
12433	influencia	1
12434	influenciado	1
12435	influi	1
12436	influência	1
12437	informalmente	1
12438	informara	1
12439	informasse	1
12440	informativa	1
12441	informo	1
12442	infraconstitucional	1
12443	infringente	1
12444	infringentes	1
12445	infringido	1
12446	infringiu	1
12447	infundadas	1
12448	ingere	1
12449	ingeriu	1
12450	inglês	1
12451	ingressassem	1
12452	inguinal	1
12453	ini	1
12454	inibe	1
12455	inibidora	1
12456	inibindo	1
12457	inibitório	1
12458	inibição	1
12459	iniciada	1
12460	iniciava	1
12461	injetores	1
12462	injeção	1
12463	injuria	1
12464	injuriar	1
12465	injustificados	1
12466	inocorrendo	1
12467	inocorreram	1
12468	inova	1
12469	inovações	1
12470	inox	1
12471	inquietação	1
12472	inquirição	1
12473	insatisfeita	1
12474	inscreva	1
12475	inscrevendo	1
12476	inscritas	1
12477	insculpe	1
12478	insculpidos	1
12479	inseminação	1
12480	insensibilidade	1
12481	inseridos	1
12482	insignificância	1
12483	insinuam	1
12484	insiram	1
12485	insiste	1
12486	insistência	1
12487	inspecionado	1
12488	inspeções	1
12489	instada	1
12490	instala	1
12491	instalados	1
12492	instalaram	1
12493	instantes	1
12494	instaurada	1
12495	instaurado	1
12496	instigou	1
12497	institucional	1
12498	institui	1
12499	instituíram	1
12500	instruindo	1
12501	instruirá	1
12502	instruiu	1
12503	instrumentais	1
12504	instrumentalidade	1
12505	instrumentação	1
12506	instrutórias	1
12507	instruções	1
12508	instâncias	1
12509	insulinas	1
12510	insuportabilidade	1
12511	insurgido	1
12512	insurgir	1
12513	insuscetíveis	1
12514	integrado	1
12515	integralizado	1
12516	integralização	1
12517	integralizou	1
12518	integraram	1
12519	integração	1
12520	integrum	1
12521	inteiramente	1
12522	intelectual	1
12523	inteligentes	1
12524	intempestividade	1
12525	intencionalidade	1
12526	intensificando	1
12527	intensiva	1
12528	intensos	1
12529	intentadas	1
12530	intentando	1
12531	interativa	1
12532	interceptado	1
12533	interdição	1
12534	interessados	1
12535	interessante	1
12536	interessar	1
12537	interessaram	1
12538	interfere	1
12539	interferente	1
12540	interligar	1
12541	interlocutor	1
12542	interlocutores	1
12543	intermediada	1
12544	intermediadoras	1
12545	intermediária	1
12546	intermitência	1
12547	internamente	1
12548	internar	1
12549	internos	1
12550	interponha	1
12551	interpretando	1
12552	interpretatio	1
12553	interpretações	1
12554	interroga	1
12555	interrogatório	1
12556	interromper	1
12557	interrompeu	1
12558	interrompida	1
12559	interrompidos	1
12560	intitulada	1
12561	intitulado	1
12562	intransferível	1
12563	introduziram	1
12564	intrínseca	1
12565	intuitiva	1
12566	inutiliza	1
12567	inutilização	1
12568	invadem	1
12569	invadido	1
12570	invadir	1
12571	invalidade	1
12572	invalidação	1
12573	invalido	1
12574	inverossímil	1
12575	inverteu	1
12576	inverídicas	1
12577	investe	1
12578	inviabilizando	1
12579	inviabilizaria	1
12580	inviabilizou	1
12581	invocação	1
12582	invocações	1
12583	invocou	1
12584	invocá	1
12585	involuntária	1
12586	involuntário	1
12587	ioa	1
12588	iof	1
12589	iolar	1
12590	ipca	1
12591	iqt	1
12592	irk	1
12593	irradiação	1
12594	irrazoável	1
12595	irrecorrida	1
12596	irrefutável	1
12597	irreparabilidade	1
12598	irresignada	1
12599	irresignações	1
12600	irressarcível	1
12601	irretroativiadade	1
12602	irreversível	1
12603	irônico	1
12604	isagógica	1
12605	isentado	1
12606	isentas	1
12607	isentos	1
12608	isolado	1
12609	isolados	1
12610	isolamento	1
12611	isolar	1
12612	italiano	1
12613	itaucard	1
12614	iterativa	1
12615	ittan	1
12616	iturraspe	1
12617	iur	1
12618	iuris	1
12619	ius	1
12620	ivoti	1
12621	ivt	1
12622	jan	1
12623	jandir	1
12624	jato	1
12625	jf	1
12626	jfrs	1
12627	jlp	1
12628	jockey	1
12629	joia	1
12630	joias	1
12631	jornalismo	1
12632	jovens	1
12633	jul	1
12634	julga	1
12635	julgadas	1
12636	julio	1
12637	juntasse	1
12638	juramentado	1
12639	jurisdicionalizados	1
12640	jurisprudências	1
12641	jurista	1
12642	justificador	1
12643	justificadores	1
12644	justificando	1
12645	justificaram	1
12646	justificarem	1
12647	justifico	1
12648	justificou	1
12649	justificá	1
12650	juízados	1
12651	juízes	1
12652	jóias	1
12653	jônatas	1
12654	k	1
12655	kessler	1
12656	khw	1
12657	koelzer	1
12658	krolow	1
12659	kw	1
12660	laborais	1
12661	laboratoriais	1
12662	laboratorial	1
12663	laboratório	1
12664	lacrado	1
12665	lagoa	1
12666	lamentavelmente	1
12667	lamentáveis	1
12668	lançaram	1
12669	laparoscópica	1
12670	laranjal	1
12671	largamente	1
12672	lastreados	1
12673	latente	1
12674	latifundiários	1
12675	latin	1
12676	laudas	1
12677	lava	1
12678	lavanderia	1
12679	lavou	1
12680	lavra	1
12681	lavrado	1
12682	lavrou	1
12683	lazer	1
12684	leasing	1
12685	lecionam	1
12686	leds	1
12687	legar	1
12688	lege	1
12689	legenda	1
12690	legislativas	1
12691	legitimado	1
12692	legitimamente	1
12693	legitimar	1
12694	legitimas	1
12695	legitimatio	1
12696	legitimação	1
12697	legitime	1
12698	leia	1
12699	leilões	1
12700	leitor	1
12701	leituristas	1
12702	leo	1
12703	lesadas	1
12704	lesionado	1
12705	lesividade	1
12706	letra	1
12707	leu	1
12708	levantarem	1
12709	levantas	1
12710	levantou	1
12711	levassem	1
12712	levava	1
12713	leve	1
12714	leves	1
12715	li	1
12716	lia	1
12717	libera	1
12718	liberados	1
12719	liberal	1
12720	liberando	1
12721	liberatório	1
12722	liberty	1
12723	licc	1
12724	licenças	1
12725	licitado	1
12726	lida	1
12727	ligadas	1
12728	ligava	1
12729	liminares	1
12730	limitados	1
12731	limitava	1
12732	limito	1
12733	limpo	1
12734	linchamento	1
12735	linfononodulo	1
12736	link	1
12737	liquet	1
12738	liquidados	1
12739	liquido	1
12740	listado	1
12741	listagens	1
12742	listando	1
12743	literalidade	1
12744	literalmente	1
12745	litiga	1
12746	litigio	1
12747	litisconsorte	1
12748	litisconsórcio	1
12749	litispendência	1
12750	litros	1
12751	litteram	1
12752	litígios	1
12753	livrando	1
12754	livraria	1
12755	lixo	1
12756	localizados	1
12757	localização	1
12758	locatício	1
12759	locatórios	1
12760	loco	1
12761	locomoção	1
12762	locupletassem	1
12763	locupletação	1
12764	logicamente	1
12765	logotipo	1
12766	lograr	1
12767	loira	1
12768	lojistas	1
12769	lomba	1
12770	lombalgia	1
12771	longos	1
12772	lorenzete	1
12773	loteamento	1
12774	lotéricas	1
12775	lua	1
12776	lucrar	1
12777	lucrativas	1
12778	ludibriar	1
12779	lustro	1
12780	lxxiv	1
12781	lângaro	1
12782	lê	1
12783	lícitos	1
12784	líder	1
12785	ma	1
12786	machucou	1
12787	madeiras	1
12788	maduro	1
12789	magnos	1
12790	majorados	1
12791	males	1
12792	maleta	1
12793	maleável	1
12794	malgrado	1
12795	mancha	1
12796	manchado	1
12797	manchester	1
12798	manda	1
12799	mandamus	1
12800	mandar	1
12801	maneja	1
12802	manejados	1
12803	manejo	1
12804	mangueira	1
12805	manifestada	1
12806	manifestasse	1
12807	manifesto	1
12808	manifestos	1
12809	manipuladas	1
12810	mantem	1
12811	mantenedora	1
12812	mantenedores	1
12813	manterem	1
12814	mantivera	1
12815	mantivesse	1
12816	mantêm	1
12817	manualmente	1
12818	manus	1
12819	manuscrita	1
12820	manuseio	1
12821	mapa	1
12822	maps	1
12823	mara	1
12824	marcando	1
12825	marciano	1
12826	margear	1
12827	marginal	1
12828	maridos	1
12829	mariluz	1
12830	marque	1
12831	martin	1
12832	martinho	1
12833	masculino	1
12834	massificada	1
12835	massificação	1
12836	master	1
12837	matando	1
12838	materializado	1
12839	mato	1
12840	matricular	1
12841	max	1
12842	maxilo	1
12843	maximalista	1
12844	maximizando	1
12845	maçambará	1
12846	mbl	1
12847	mecanismo	1
12848	media	1
12849	mediador	1
12850	mediana	1
12851	medianeira	1
12852	medicamente	1
12853	medidos	1
12854	medindo	1
12855	medius	1
12856	medições	1
12857	mei	1
12858	mel	1
12859	melhorou	1
12860	mello	1
12861	membro	1
12862	memorial	1
12863	mencionará	1
12864	menino	1
12865	mensurado	1
12866	mensurados	1
12867	mensurou	1
12868	mentalizar	1
12869	mercê	1
12870	merecedor	1
12871	merecedora	1
12872	merecer	1
12873	mereceria	1
12874	merecesse	1
12875	mesclado	1
12876	meteorológicas	1
12877	meteorológico	1
12878	metodologia	1
12879	metrológico	1
12880	mexendo	1
12881	mexer	1
12882	mexesse	1
12883	micro	1
12884	microempresas	1
12885	migrar	1
12886	mihaq	1
12887	milhomens	1
12888	militar	1
12889	militares	1
12890	ministrada	1
12891	minorada	1
12892	minorados	1
12893	minou	1
12894	miragem	1
12895	miranda	1
12896	miron	1
12897	misael	1
12898	missa	1
12899	missionário	1
12900	mistos	1
12901	misturador	1
12902	mitigam	1
12903	mktzf	1
12904	mmª	1
12905	mmº	1
12906	mobilidade	1
12907	mobiliário	1
12908	moderada	1
12909	moderados	1
12910	modernas	1
12911	modernidade	1
12912	modifica	1
12913	modificassem	1
12914	moduladoras	1
12915	moldura	1
12916	moletom	1
12917	moléstias	1
12918	momentaneamente	1
12919	monatária	1
12920	monetário	1
12921	monitória	1
12922	montaury	1
12923	montepios	1
12924	montreal	1
12925	morali	1
12926	moralidade	1
12927	morar	1
12928	mordaz	1
12929	morengaba	1
12930	morrendo	1
12931	morta	1
12932	mossmamm	1
12933	mostrada	1
12934	mostrados	1
12935	mostraram	1
12936	mostrarem	1
12937	mostrá	1
12938	motocicletas	1
12939	motores	1
12940	motosserra	1
12941	moura	1
12942	moveram	1
12943	moveu	1
12944	movidos	1
12945	movimentar	1
12946	moção	1
12947	mudado	1
12948	mudar	1
12949	multi	1
12950	multifocais	1
12951	multimídia	1
12952	multiplicadas	1
12953	multiplicando	1
12954	multiplicidade	1
12955	mundial	1
12956	municiada	1
12957	municiou	1
12958	munus	1
12959	musculatura	1
12960	mutuado	1
12961	mutualidade	1
12962	máximos	1
12963	médios	1
12964	mídias	1
12965	módica	1
12966	múnus	1
12967	música	1
12968	nacionalizadas	1
12969	nacionalizados	1
12970	naquilo	1
12971	narrandi	1
12972	narraram	1
12973	narração	1
12974	nascendo	1
12975	nascido	1
12976	natalino	1
12977	naturalidade	1
12978	naturezas	1
12979	navarro	1
12980	navegação	1
12981	nazismo	1
12982	nação	1
12983	nebulização	1
12984	necessitamos	1
12985	necessitasse	1
12986	negados	1
12987	negativadores	1
12988	negativar	1
12989	negatória	1
12990	negação	1
12991	negligentemente	1
12992	negociado	1
12993	negociados	1
12994	negocio	1
12995	negociou	1
12996	negrito	1
12997	negrão	1
12998	nemo	1
12999	nenê	1
13000	neoplasia	1
13001	netos	1
13002	neves	1
13003	nevrálgico	1
13004	nexos	1
13005	nicho	1
13006	nocivos	1
13007	nodal	1
13008	noiva	1
13009	nomeado	1
13010	nominada	1
13011	nominados	1
13012	nominalmente	1
13013	nomino	1
13014	nonagésimo	1
13015	normalizasse	1
13016	normatividade	1
13017	norteado	1
13018	norteiam	1
13019	nortes	1
13020	nossos	1
13021	notar	1
13022	notarial	1
13023	noticiando	1
13024	notificando	1
13025	notificou	1
13026	notificá	1
13027	notifique	1
13028	notoriedade	1
13029	notável	1
13030	novidade	1
13031	noções	1
13032	npl	1
13033	ns	1
13034	nsº	1
13035	nublado	1
13036	nuca	1
13037	nuclear	1
13038	numeradas	1
13039	numérica	1
13040	nutrida	1
13041	nítido	1
13042	nós	1
13043	obedeceu	1
13044	obedecidas	1
13045	obedecido	1
13046	obedecidos	1
13047	objetivar	1
13048	objetividade	1
13049	objeção	1
13050	obrou	1
13051	obscuro	1
13052	observam	1
13053	observaram	1
13054	obstado	1
13055	obstetrícia	1
13056	obstruído	1
13057	obstétrico	1
13058	obtenha	1
13059	obtidas	1
13060	obtém	1
13061	ocasionadas	1
13062	ocasionaram	1
13063	ocorrera	1
13064	ocorrerá	1
13065	ocorria	1
13066	ocultos	1
13067	ocupados	1
13068	odontológico	1
13069	ofendendo	1
13070	ofensiva	1
13071	ofensores	1
13072	oferecia	1
13073	oferecida	1
13074	ofertava	1
13075	oficiada	1
13076	oficialmente	1
13077	oficio	1
13078	oftalmologia	1
13079	oftalmológicas	1
13080	olhando	1
13081	olharam	1
13082	olvida	1
13083	olvidados	1
13084	olvidando	1
13085	olé	1
13086	omitidos	1
13087	oncologia	1
13088	oncológido	1
13089	ondas	1
13090	ondenar	1
13091	ondulações	1
13092	oneradores	1
13093	onerando	1
13094	ontem	1
13095	op	1
13096	operacionaliza	1
13097	operacionalizado	1
13098	operacionalizar	1
13099	operacões	1
13100	operam	1
13101	operando	1
13102	operante	1
13103	operaria	1
13104	opere	1
13105	operário	1
13106	opinamos	1
13107	opondo	1
13108	oportunista	1
13109	oportunizados	1
13110	oportunizando	1
13111	oportunizava	1
13112	oportunização	1
13113	oportunizou	1
13114	opostas	1
13115	opta	1
13116	optando	1
13117	optante	1
13118	opções	1
13119	or	1
13120	oralmente	1
13121	orbitantes	1
13122	ordenado	1
13123	ordenando	1
13124	ordens	1
13125	ordinariamente	1
13126	organizaram	1
13127	orientando	1
13128	origina	1
13129	originada	1
13130	ortopedista	1
13131	orçamentária	1
13132	orçar	1
13133	oscilando	1
13134	ostensivas	1
13135	ostentar	1
13136	ostentem	1
13137	outorgada	1
13138	outorgado	1
13139	outorgou	1
13140	outrora	1
13141	ouvintes	1
13142	ouviu	1
13143	ovário	1
13144	oxigenação	1
13145	pacificar	1
13146	pacificaram	1
13147	pacificas	1
13148	pacifico	1
13149	pack	1
13150	padaria	1
13151	padece	1
13152	padeceu	1
13153	padecido	1
13154	pado	1
13155	padronizado	1
13156	pagara	1
13157	pagasse	1
13158	pagavam	1
13159	paire	1
13160	paisana	1
13161	pajero	1
13162	palato	1
13163	palco	1
13164	paliativa	1
13165	palio	1
13166	panambi	1
13167	parabólica	1
13168	parachoque	1
13169	parada	1
13170	paralela	1
13171	paralelamente	1
13172	paralelepípedo	1
13173	paralisação	1
13174	parametrizado	1
